project,score_mode,use_diff,stage2,use_stopword,adddel,DependentName,DependentValue
Math-97b,rank,False,True,True,all-sep,num_iters,3
Math-97b,rank,False,True,True,all-uni,rank,6
Math-97b,rank,False,True,True,all-uni,num_iters,3
Math-97b,rank,False,True,True,del,rank,6
Math-97b,rank,False,True,True,del,num_iters,3
Math-97b,rank,False,skip,False,add,rank,5
Math-97b,rank,False,skip,False,add,num_iters,3
Math-97b,rank,False,skip,False,all-sep,rank,6
Math-97b,rank,False,skip,False,all-sep,num_iters,3
Math-97b,rank,False,skip,False,all-uni,rank,5
Math-97b,rank,False,skip,False,all-uni,num_iters,3
Math-97b,rank,False,skip,False,del,rank,5
Math-97b,rank,False,skip,False,del,num_iters,3
Math-97b,rank,False,skip,True,add,rank,6
Math-97b,rank,False,skip,True,add,num_iters,3
Math-97b,rank,False,skip,True,all-sep,rank,6
Math-97b,rank,False,skip,True,all-sep,num_iters,3
Math-97b,rank,False,skip,True,all-uni,rank,6
Math-97b,rank,False,skip,True,all-uni,num_iters,3
Math-97b,rank,False,skip,True,del,rank,6
Math-97b,rank,False,skip,True,del,num_iters,3
Math-97b,rank,True,False,False,add,rank,3
Math-97b,rank,True,False,False,add,num_iters,3
Math-97b,rank,True,False,False,all-sep,rank,3
Math-97b,rank,True,False,False,all-sep,num_iters,3
Math-97b,rank,True,False,False,all-uni,rank,3
Math-97b,rank,True,False,False,all-uni,num_iters,3
Math-97b,rank,True,False,False,del,rank,5
Math-97b,rank,True,False,False,del,num_iters,3
Math-97b,rank,True,False,True,add,rank,4
Math-97b,rank,True,False,True,add,num_iters,4
Math-97b,rank,True,False,True,all-sep,rank,3
Math-97b,rank,True,False,True,all-sep,num_iters,3
Math-97b,rank,True,False,True,all-uni,rank,4
Math-97b,rank,True,False,True,all-uni,num_iters,4
Math-97b,rank,True,False,True,del,rank,5
Math-97b,rank,True,False,True,del,num_iters,3
Math-97b,rank,True,True,False,add,rank,3
Math-97b,rank,True,True,False,add,num_iters,3
Math-97b,rank,True,True,False,all-sep,rank,3
Math-97b,rank,True,True,False,all-sep,num_iters,3
Math-97b,rank,True,True,False,all-uni,rank,3
Math-97b,rank,True,True,False,all-uni,num_iters,3
Math-97b,rank,True,True,False,del,rank,5
Math-97b,rank,True,True,False,del,num_iters,3
Math-97b,rank,True,True,True,add,rank,4
Math-97b,rank,True,True,True,add,num_iters,4
Math-97b,rank,True,True,True,all-sep,rank,3
Math-97b,rank,True,True,True,all-sep,num_iters,3
Math-97b,rank,True,True,True,all-uni,rank,4
Math-97b,rank,True,True,True,all-uni,num_iters,4
Math-97b,rank,True,True,True,del,rank,5
Math-97b,rank,True,True,True,del,num_iters,3
Math-97b,rank,True,skip,False,add,rank,3
Math-97b,rank,True,skip,False,add,num_iters,3
Math-97b,rank,True,skip,False,all-sep,rank,3
Math-97b,rank,True,skip,False,all-sep,num_iters,3
Math-97b,rank,True,skip,False,all-uni,rank,3
Math-97b,rank,True,skip,False,all-uni,num_iters,3
Math-97b,rank,True,skip,False,del,rank,5
Math-97b,rank,True,skip,False,del,num_iters,3
Math-97b,rank,True,skip,True,add,rank,4
Math-97b,rank,True,skip,True,add,num_iters,4
Math-97b,rank,True,skip,True,all-sep,rank,3
Math-97b,rank,True,skip,True,all-sep,num_iters,3
Math-97b,rank,True,skip,True,all-uni,rank,4
Math-97b,rank,True,skip,True,all-uni,num_iters,4
Math-97b,rank,True,skip,True,del,rank,5
Math-97b,rank,True,skip,True,del,num_iters,3
Math-97b,score,False,False,False,add,rank,5
Math-97b,score,False,False,False,add,num_iters,3
Math-97b,score,False,False,False,all-sep,rank,6
Math-97b,score,False,False,False,all-sep,num_iters,3
Math-97b,score,False,False,False,all-uni,rank,5
Math-97b,score,False,False,False,all-uni,num_iters,3
Math-97b,score,False,False,False,del,rank,5
Math-97b,score,False,False,False,del,num_iters,3
Math-97b,score,False,False,True,add,rank,6
Math-97b,score,False,False,True,add,num_iters,3
Math-97b,score,False,False,True,all-sep,rank,6
Math-97b,score,False,False,True,all-sep,num_iters,3
Math-97b,score,False,False,True,all-uni,rank,6
Math-97b,score,False,False,True,all-uni,num_iters,3
Math-97b,score,False,False,True,del,rank,6
Math-97b,score,False,False,True,del,num_iters,3
Math-97b,score,False,True,False,add,rank,5
Math-97b,score,False,True,False,add,num_iters,3
Math-97b,score,False,True,False,all-sep,rank,6
Math-97b,score,False,True,False,all-sep,num_iters,3
Math-97b,score,False,True,False,all-uni,rank,5
Math-97b,score,False,True,False,all-uni,num_iters,3
Math-97b,score,False,True,False,del,rank,5
Math-97b,score,False,True,False,del,num_iters,3
Math-97b,score,False,True,True,add,rank,6
Math-97b,score,False,True,True,add,num_iters,3
Math-97b,score,False,True,True,all-sep,rank,6
Math-97b,score,False,True,True,all-sep,num_iters,3
Math-97b,score,False,True,True,all-uni,rank,6
Math-97b,score,False,True,True,all-uni,num_iters,3
Math-97b,score,False,True,True,del,rank,6
Math-97b,score,False,True,True,del,num_iters,3
Math-97b,score,False,skip,False,add,rank,5
Math-97b,score,False,skip,False,add,num_iters,3
Math-97b,score,False,skip,False,all-sep,rank,6
Math-97b,score,False,skip,False,all-sep,num_iters,3
Math-97b,score,False,skip,False,all-uni,rank,5
Math-97b,score,False,skip,False,all-uni,num_iters,3
Math-97b,score,False,skip,False,del,rank,5
Math-97b,score,False,skip,False,del,num_iters,3
Math-97b,score,False,skip,True,add,rank,6
Math-97b,score,False,skip,True,add,num_iters,3
Math-97b,score,False,skip,True,all-sep,rank,6
Math-97b,score,False,skip,True,all-sep,num_iters,3
Math-97b,score,False,skip,True,all-uni,rank,6
Math-97b,score,False,skip,True,all-uni,num_iters,3
Math-97b,score,False,skip,True,del,rank,6
Math-97b,score,False,skip,True,del,num_iters,3
Math-97b,score,True,False,False,add,rank,3
Math-97b,score,True,False,False,add,num_iters,3
Math-97b,score,True,False,False,all-sep,rank,3
Math-97b,score,True,False,False,all-sep,num_iters,3
Math-97b,score,True,False,False,all-uni,rank,3
Math-97b,score,True,False,False,all-uni,num_iters,3
Math-97b,score,True,False,False,del,rank,5
Math-97b,score,True,False,False,del,num_iters,3
Math-97b,score,True,False,True,add,rank,4
Math-97b,score,True,False,True,add,num_iters,3
Math-97b,score,True,False,True,all-sep,rank,3
Math-97b,score,True,False,True,all-sep,num_iters,3
Math-97b,score,True,False,True,all-uni,rank,4
Math-97b,score,True,False,True,all-uni,num_iters,3
Math-97b,score,True,False,True,del,rank,5
Math-97b,score,True,False,True,del,num_iters,3
Math-97b,score,True,True,False,add,rank,3
Math-97b,score,True,True,False,add,num_iters,3
Math-97b,score,True,True,False,all-sep,rank,3
Math-97b,score,True,True,False,all-sep,num_iters,3
Math-97b,score,True,True,False,all-uni,rank,3
Math-97b,score,True,True,False,all-uni,num_iters,3
Math-97b,score,True,True,False,del,rank,5
Math-97b,score,True,True,False,del,num_iters,3
Math-97b,score,True,True,True,add,rank,4
Math-97b,score,True,True,True,add,num_iters,3
Math-97b,score,True,True,True,all-sep,rank,3
Math-97b,score,True,True,True,all-sep,num_iters,3
Math-97b,score,True,True,True,all-uni,rank,4
Math-97b,score,True,True,True,all-uni,num_iters,3
Math-97b,score,True,True,True,del,rank,5
Math-97b,score,True,True,True,del,num_iters,3
Math-97b,score,True,skip,False,add,rank,3
Math-97b,score,True,skip,False,add,num_iters,3
Math-97b,score,True,skip,False,all-sep,rank,3
Math-97b,score,True,skip,False,all-sep,num_iters,3
Math-97b,score,True,skip,False,all-uni,rank,3
Math-97b,score,True,skip,False,all-uni,num_iters,3
Math-97b,score,True,skip,False,del,rank,5
Math-97b,score,True,skip,False,del,num_iters,3
Math-97b,score,True,skip,True,add,rank,4
Math-97b,score,True,skip,True,add,num_iters,3
Math-97b,score,True,skip,True,all-sep,rank,3
Math-97b,score,True,skip,True,all-sep,num_iters,3
Math-97b,score,True,skip,True,all-uni,rank,4
Math-97b,score,True,skip,True,all-uni,num_iters,3
Math-97b,score,True,skip,True,del,rank,5
Math-97b,score,True,skip,True,del,num_iters,3
Closure-120b,both,False,False,False,add,rank,402
Closure-120b,both,False,False,False,add,num_iters,13
Closure-120b,both,False,False,False,all-sep,rank,376
Closure-120b,both,False,False,False,all-sep,num_iters,13
Closure-120b,both,False,False,False,all-uni,rank,402
Closure-120b,both,False,False,False,all-uni,num_iters,13
Closure-120b,both,False,False,False,del,rank,402
Closure-120b,both,False,False,False,del,num_iters,13
Closure-120b,both,False,False,True,add,rank,201
Closure-120b,both,False,False,True,add,num_iters,12
Closure-120b,both,False,False,True,all-sep,rank,181
Closure-120b,both,False,False,True,all-sep,num_iters,11
Closure-120b,both,False,False,True,all-uni,rank,201
Closure-120b,both,False,False,True,all-uni,num_iters,12
Closure-120b,both,False,False,True,del,rank,201
Closure-120b,both,False,False,True,del,num_iters,12
Closure-120b,both,False,True,False,add,rank,401
Closure-120b,both,False,True,False,add,num_iters,13
Closure-120b,both,False,True,False,all-sep,rank,376
Closure-120b,both,False,True,False,all-sep,num_iters,13
Closure-120b,both,False,True,False,all-uni,rank,401
Closure-120b,both,False,True,False,all-uni,num_iters,13
Closure-120b,both,False,True,False,del,rank,401
Closure-120b,both,False,True,False,del,num_iters,13
Closure-120b,both,False,True,True,add,rank,201
Closure-120b,both,False,True,True,add,num_iters,12
Closure-120b,both,False,True,True,all-sep,rank,181
Closure-120b,both,False,True,True,all-sep,num_iters,11
Closure-120b,both,False,True,True,all-uni,rank,201
Closure-120b,both,False,True,True,all-uni,num_iters,12
Closure-120b,both,False,True,True,del,rank,201
Closure-120b,both,False,True,True,del,num_iters,12
Closure-120b,both,False,skip,False,add,rank,407
Closure-120b,both,False,skip,False,add,num_iters,13
Closure-120b,both,False,skip,False,all-sep,rank,380
Closure-120b,both,False,skip,False,all-sep,num_iters,13
Closure-120b,both,False,skip,False,all-uni,rank,407
Closure-120b,both,False,skip,False,all-uni,num_iters,13
Closure-120b,both,False,skip,False,del,rank,407
Closure-120b,both,False,skip,False,del,num_iters,13
Closure-120b,both,False,skip,True,add,rank,203
Closure-120b,both,False,skip,True,add,num_iters,12
Closure-120b,both,False,skip,True,all-sep,rank,185
Closure-120b,both,False,skip,True,all-sep,num_iters,11
Closure-120b,both,False,skip,True,all-uni,rank,203
Closure-120b,both,False,skip,True,all-uni,num_iters,12
Closure-120b,both,False,skip,True,del,rank,203
Closure-120b,both,False,skip,True,del,num_iters,12
Closure-120b,both,True,False,False,add,rank,430
Closure-120b,both,True,False,False,add,num_iters,15
Closure-120b,both,True,False,False,all-sep,rank,455
Closure-120b,both,True,False,False,all-sep,num_iters,15
Closure-120b,both,True,False,False,all-uni,rank,430
Closure-120b,both,True,False,False,all-uni,num_iters,15
Closure-120b,both,True,False,False,del,rank,378
Closure-120b,both,True,False,False,del,num_iters,12
Closure-120b,both,True,False,True,add,rank,282
Closure-120b,both,True,False,True,add,num_iters,13
Closure-120b,both,True,False,True,all-sep,rank,319
Closure-120b,both,True,False,True,all-sep,num_iters,15
Closure-120b,both,True,False,True,all-uni,rank,282
Closure-120b,both,True,False,True,all-uni,num_iters,13
Closure-120b,both,True,False,True,del,rank,210
Closure-120b,both,True,False,True,del,num_iters,10
Closure-120b,both,True,True,False,add,rank,430
Closure-120b,both,True,True,False,add,num_iters,15
Closure-120b,both,True,True,False,all-sep,rank,455
Closure-120b,both,True,True,False,all-sep,num_iters,15
Closure-120b,both,True,True,False,all-uni,rank,430
Closure-120b,both,True,True,False,all-uni,num_iters,15
Closure-120b,both,True,True,False,del,rank,378
Closure-120b,both,True,True,False,del,num_iters,12
Closure-120b,both,True,True,True,add,rank,282
Closure-120b,both,True,True,True,add,num_iters,13
Closure-120b,both,True,True,True,all-sep,rank,320
Closure-120b,both,True,True,True,all-sep,num_iters,15
Closure-120b,both,True,True,True,all-uni,rank,282
Closure-120b,both,True,True,True,all-uni,num_iters,13
Closure-120b,both,True,True,True,del,rank,210
Closure-120b,both,True,True,True,del,num_iters,10
Closure-120b,both,True,skip,False,add,rank,434
Closure-120b,both,True,skip,False,add,num_iters,15
Closure-120b,both,True,skip,False,all-sep,rank,460
Closure-120b,both,True,skip,False,all-sep,num_iters,15
Closure-120b,both,True,skip,False,all-uni,rank,434
Closure-120b,both,True,skip,False,all-uni,num_iters,15
Closure-120b,both,True,skip,False,del,rank,384
Closure-120b,both,True,skip,False,del,num_iters,12
Closure-120b,both,True,skip,True,add,rank,285
Closure-120b,both,True,skip,True,add,num_iters,13
Closure-120b,both,True,skip,True,all-sep,rank,322
Closure-120b,both,True,skip,True,all-sep,num_iters,15
Closure-120b,both,True,skip,True,all-uni,rank,285
Closure-120b,both,True,skip,True,all-uni,num_iters,13
Closure-120b,both,True,skip,True,del,rank,212
Closure-120b,both,True,skip,True,del,num_iters,10
Closure-120b,rank,False,False,False,add,rank,402
Closure-120b,rank,False,False,False,add,num_iters,12
Closure-120b,rank,False,False,False,all-sep,rank,376
Closure-120b,rank,False,False,False,all-sep,num_iters,12
Closure-120b,rank,False,False,False,all-uni,rank,402
Closure-120b,rank,False,False,False,all-uni,num_iters,12
Closure-120b,rank,False,False,False,del,rank,402
Closure-120b,rank,False,False,False,del,num_iters,12
Closure-120b,rank,False,False,True,add,rank,201
Closure-120b,rank,False,False,True,add,num_iters,11
Closure-120b,rank,False,False,True,all-sep,rank,181
Closure-120b,rank,False,False,True,all-sep,num_iters,10
Closure-120b,rank,False,False,True,all-uni,rank,201
Closure-120b,rank,False,False,True,all-uni,num_iters,11
Closure-120b,rank,False,False,True,del,rank,201
Closure-120b,rank,False,False,True,del,num_iters,11
Closure-120b,rank,False,True,False,add,rank,401
Closure-120b,rank,False,True,False,add,num_iters,12
Closure-120b,rank,False,True,False,all-sep,rank,376
Closure-120b,rank,False,True,False,all-sep,num_iters,12
Closure-120b,rank,False,True,False,all-uni,rank,401
Closure-120b,rank,False,True,False,all-uni,num_iters,12
Closure-120b,rank,False,True,False,del,rank,401
Closure-120b,rank,False,True,False,del,num_iters,12
Closure-120b,rank,False,True,True,add,rank,201
Closure-120b,rank,False,True,True,add,num_iters,11
Closure-120b,rank,False,True,True,all-sep,rank,181
Closure-120b,rank,False,True,True,all-sep,num_iters,10
Closure-120b,rank,False,True,True,all-uni,rank,201
Closure-120b,rank,False,True,True,all-uni,num_iters,11
Closure-120b,rank,False,True,True,del,rank,201
Closure-120b,rank,False,True,True,del,num_iters,11
Closure-120b,rank,False,skip,False,add,rank,407
Closure-120b,rank,False,skip,False,add,num_iters,12
Closure-120b,rank,False,skip,False,all-sep,rank,380
Closure-120b,rank,False,skip,False,all-sep,num_iters,12
Closure-120b,rank,False,skip,False,all-uni,rank,407
Closure-120b,rank,False,skip,False,all-uni,num_iters,12
Closure-120b,rank,False,skip,False,del,rank,407
Closure-120b,rank,False,skip,False,del,num_iters,12
Closure-120b,rank,False,skip,True,add,rank,203
Closure-120b,rank,False,skip,True,add,num_iters,11
Closure-120b,rank,False,skip,True,all-sep,rank,185
Closure-120b,rank,False,skip,True,all-sep,num_iters,10
Closure-120b,rank,False,skip,True,all-uni,rank,203
Closure-120b,rank,False,skip,True,all-uni,num_iters,11
Closure-120b,rank,False,skip,True,del,rank,203
Closure-120b,rank,False,skip,True,del,num_iters,11
Closure-120b,rank,True,False,False,add,rank,430
Closure-120b,rank,True,False,False,add,num_iters,12
Closure-120b,rank,True,False,False,all-sep,rank,455
Closure-120b,rank,True,False,False,all-sep,num_iters,12
Closure-120b,rank,True,False,False,all-uni,rank,430
Closure-120b,rank,True,False,False,all-uni,num_iters,12
Closure-120b,rank,True,False,False,del,rank,378
Closure-120b,rank,True,False,False,del,num_iters,12
Closure-120b,rank,True,False,True,add,rank,282
Closure-120b,rank,True,False,True,add,num_iters,11
Closure-120b,rank,True,False,True,all-sep,rank,319
Closure-120b,rank,True,False,True,all-sep,num_iters,11
Closure-120b,rank,True,False,True,all-uni,rank,282
Closure-120b,rank,True,False,True,all-uni,num_iters,11
Closure-120b,rank,True,False,True,del,rank,210
Closure-120b,rank,True,False,True,del,num_iters,10
Closure-120b,rank,True,True,False,add,rank,430
Closure-120b,rank,True,True,False,add,num_iters,12
Closure-120b,rank,True,True,False,all-sep,rank,455
Closure-120b,rank,True,True,False,all-sep,num_iters,12
Closure-120b,rank,True,True,False,all-uni,rank,430
Closure-120b,rank,True,True,False,all-uni,num_iters,12
Closure-120b,rank,True,True,False,del,rank,378
Closure-120b,rank,True,True,False,del,num_iters,12
Closure-120b,rank,True,True,True,add,rank,282
Closure-120b,rank,True,True,True,add,num_iters,11
Closure-120b,rank,True,True,True,all-sep,rank,320
Closure-120b,rank,True,True,True,all-sep,num_iters,11
Closure-120b,rank,True,True,True,all-uni,rank,282
Closure-120b,rank,True,True,True,all-uni,num_iters,11
Closure-120b,rank,True,True,True,del,rank,210
Closure-120b,rank,True,True,True,del,num_iters,10
Closure-120b,rank,True,skip,False,add,rank,434
Closure-120b,rank,True,skip,False,add,num_iters,12
Closure-120b,rank,True,skip,False,all-sep,rank,460
Closure-120b,rank,True,skip,False,all-sep,num_iters,12
Closure-120b,rank,True,skip,False,all-uni,rank,434
Closure-120b,rank,True,skip,False,all-uni,num_iters,12
Closure-120b,rank,True,skip,False,del,rank,384
Closure-120b,rank,True,skip,False,del,num_iters,12
Closure-120b,rank,True,skip,True,add,rank,285
Closure-120b,rank,True,skip,True,add,num_iters,11
Closure-120b,rank,True,skip,True,all-sep,rank,322
Closure-120b,rank,True,skip,True,all-sep,num_iters,11
Closure-120b,rank,True,skip,True,all-uni,rank,285
Closure-120b,rank,True,skip,True,all-uni,num_iters,11
Closure-120b,rank,True,skip,True,del,rank,212
Closure-120b,rank,True,skip,True,del,num_iters,10
Closure-120b,score,False,False,False,add,rank,402
Closure-120b,score,False,False,False,add,num_iters,10
Closure-120b,score,False,False,False,all-sep,rank,376
Closure-120b,score,False,False,False,all-sep,num_iters,10
Closure-120b,score,False,False,False,all-uni,rank,402
Closure-120b,score,False,False,False,all-uni,num_iters,10
Closure-120b,score,False,False,False,del,rank,402
Closure-120b,score,False,False,False,del,num_iters,10
Closure-120b,score,False,False,True,add,rank,201
Closure-120b,score,False,False,True,add,num_iters,9
Closure-120b,score,False,False,True,all-sep,rank,181
Closure-120b,score,False,False,True,all-sep,num_iters,9
Closure-120b,score,False,False,True,all-uni,rank,201
Closure-120b,score,False,False,True,all-uni,num_iters,9
Closure-120b,score,False,False,True,del,rank,201
Closure-120b,score,False,False,True,del,num_iters,9
Closure-120b,score,False,True,False,add,rank,401
Closure-120b,score,False,True,False,add,num_iters,10
Closure-120b,score,False,True,False,all-sep,rank,376
Closure-120b,score,False,True,False,all-sep,num_iters,10
Closure-120b,score,False,True,False,all-uni,rank,401
Closure-120b,score,False,True,False,all-uni,num_iters,10
Closure-120b,score,False,True,False,del,rank,401
Closure-120b,score,False,True,False,del,num_iters,10
Closure-120b,score,False,True,True,add,rank,201
Closure-120b,score,False,True,True,add,num_iters,9
Closure-120b,score,False,True,True,all-sep,rank,181
Closure-120b,score,False,True,True,all-sep,num_iters,9
Closure-120b,score,False,True,True,all-uni,rank,201
Closure-120b,score,False,True,True,all-uni,num_iters,9
Closure-120b,score,False,True,True,del,rank,201
Closure-120b,score,False,True,True,del,num_iters,9
Closure-120b,score,False,skip,False,add,rank,407
Closure-120b,score,False,skip,False,add,num_iters,10
Closure-120b,score,False,skip,False,all-sep,rank,380
Closure-120b,score,False,skip,False,all-sep,num_iters,10
Closure-120b,score,False,skip,False,all-uni,rank,407
Closure-120b,score,False,skip,False,all-uni,num_iters,10
Closure-120b,score,False,skip,False,del,rank,407
Closure-120b,score,False,skip,False,del,num_iters,10
Closure-120b,score,False,skip,True,add,rank,203
Closure-120b,score,False,skip,True,add,num_iters,9
Closure-120b,score,False,skip,True,all-sep,rank,185
Closure-120b,score,False,skip,True,all-sep,num_iters,9
Closure-120b,score,False,skip,True,all-uni,rank,203
Closure-120b,score,False,skip,True,all-uni,num_iters,9
Closure-120b,score,False,skip,True,del,rank,203
Closure-120b,score,False,skip,True,del,num_iters,9
Closure-120b,score,True,False,False,add,rank,430
Closure-120b,score,True,False,False,add,num_iters,10
Closure-120b,score,True,False,False,all-sep,rank,455
Closure-120b,score,True,False,False,all-sep,num_iters,11
Closure-120b,score,True,False,False,all-uni,rank,430
Closure-120b,score,True,False,False,all-uni,num_iters,10
Closure-120b,score,True,False,False,del,rank,378
Closure-120b,score,True,False,False,del,num_iters,10
Closure-120b,score,True,False,True,add,rank,282
Closure-120b,score,True,False,True,add,num_iters,10
Closure-120b,score,True,False,True,all-sep,rank,319
Closure-120b,score,True,False,True,all-sep,num_iters,10
Closure-120b,score,True,False,True,all-uni,rank,282
Closure-120b,score,True,False,True,all-uni,num_iters,10
Closure-120b,score,True,False,True,del,rank,210
Closure-120b,score,True,False,True,del,num_iters,10
Closure-120b,score,True,True,False,add,rank,430
Closure-120b,score,True,True,False,add,num_iters,10
Closure-120b,score,True,True,False,all-sep,rank,455
Closure-120b,score,True,True,False,all-sep,num_iters,11
Closure-120b,score,True,True,False,all-uni,rank,430
Closure-120b,score,True,True,False,all-uni,num_iters,10
Closure-120b,score,True,True,False,del,rank,378
Closure-120b,score,True,True,False,del,num_iters,10
Closure-120b,score,True,True,True,add,rank,282
Closure-120b,score,True,True,True,add,num_iters,10
Closure-120b,score,True,True,True,all-sep,rank,320
Closure-120b,score,True,True,True,all-sep,num_iters,10
Closure-120b,score,True,True,True,all-uni,rank,282
Closure-120b,score,True,True,True,all-uni,num_iters,10
Closure-120b,score,True,True,True,del,rank,210
Closure-120b,score,True,True,True,del,num_iters,10
Closure-120b,score,True,skip,False,add,rank,434
Closure-120b,score,True,skip,False,add,num_iters,10
Closure-120b,score,True,skip,False,all-sep,rank,460
Closure-120b,score,True,skip,False,all-sep,num_iters,11
Closure-120b,score,True,skip,False,all-uni,rank,434
Closure-120b,score,True,skip,False,all-uni,num_iters,10
Closure-120b,score,True,skip,False,del,rank,384
Closure-120b,score,True,skip,False,del,num_iters,10
Closure-120b,score,True,skip,True,add,rank,285
Closure-120b,score,True,skip,True,add,num_iters,10
Closure-120b,score,True,skip,True,all-sep,rank,322
Closure-120b,score,True,skip,True,all-sep,num_iters,10
Closure-120b,score,True,skip,True,all-uni,rank,285
Closure-120b,score,True,skip,True,all-uni,num_iters,10
Closure-120b,score,True,skip,True,del,rank,212
Closure-120b,score,True,skip,True,del,num_iters,10
Math-60b,both,False,False,False,add,rank,20
Math-60b,both,False,False,False,add,num_iters,5
Math-60b,both,False,False,False,all-sep,rank,20
Math-60b,both,False,False,False,all-sep,num_iters,6
Math-60b,both,False,False,False,all-uni,rank,20
Math-60b,both,False,False,False,all-uni,num_iters,5
Math-60b,both,False,False,False,del,rank,20
Math-60b,both,False,False,False,del,num_iters,5
Math-60b,both,False,False,True,add,rank,17
Math-60b,both,False,False,True,add,num_iters,7
Math-60b,both,False,False,True,all-sep,rank,19
Math-60b,both,False,False,True,all-sep,num_iters,6
Math-60b,both,False,False,True,all-uni,rank,17
Math-60b,both,False,False,True,all-uni,num_iters,7
Math-60b,both,False,False,True,del,rank,17
Math-60b,both,False,False,True,del,num_iters,7
Math-60b,both,False,True,False,add,rank,20
Math-60b,both,False,True,False,add,num_iters,5
Math-60b,both,False,True,False,all-sep,rank,20
Math-60b,both,False,True,False,all-sep,num_iters,6
Math-60b,both,False,True,False,all-uni,rank,20
Math-60b,both,False,True,False,all-uni,num_iters,5
Math-60b,both,False,True,False,del,rank,20
Math-60b,both,False,True,False,del,num_iters,5
Math-60b,both,False,True,True,add,rank,17
Math-60b,both,False,True,True,add,num_iters,7
Math-60b,both,False,True,True,all-sep,rank,19
Math-60b,both,False,True,True,all-sep,num_iters,6
Math-60b,both,False,True,True,all-uni,rank,17
Math-60b,both,False,True,True,all-uni,num_iters,7
Math-60b,both,False,True,True,del,rank,17
Math-60b,both,False,True,True,del,num_iters,7
Math-60b,both,False,skip,False,add,rank,26
Math-60b,both,False,skip,False,add,num_iters,7
Math-60b,both,False,skip,False,all-sep,rank,24
Math-60b,both,False,skip,False,all-sep,num_iters,6
Math-60b,both,False,skip,False,all-uni,rank,26
Math-60b,both,False,skip,False,all-uni,num_iters,7
Math-60b,both,False,skip,False,del,rank,26
Math-60b,both,False,skip,False,del,num_iters,7
Math-60b,both,False,skip,True,add,rank,22
Math-60b,both,False,skip,True,add,num_iters,7
Math-60b,both,False,skip,True,all-sep,rank,23
Math-60b,both,False,skip,True,all-sep,num_iters,7
Math-60b,both,False,skip,True,all-uni,rank,22
Math-60b,both,False,skip,True,all-uni,num_iters,7
Math-60b,both,False,skip,True,del,rank,22
Math-60b,both,False,skip,True,del,num_iters,7
Math-60b,both,True,False,False,add,rank,26
Math-60b,both,True,False,False,add,num_iters,7
Math-60b,both,True,False,False,all-sep,rank,19
Math-60b,both,True,False,False,all-sep,num_iters,7
Math-60b,both,True,False,False,all-uni,rank,26
Math-60b,both,True,False,False,all-uni,num_iters,7
Math-60b,both,True,False,False,del,rank,23
Math-60b,both,True,False,False,del,num_iters,7
Math-60b,both,True,False,True,add,rank,29
Math-60b,both,True,False,True,add,num_iters,7
Math-60b,both,True,False,True,all-sep,rank,31
Math-60b,both,True,False,True,all-sep,num_iters,8
Math-60b,both,True,False,True,all-uni,rank,29
Math-60b,both,True,False,True,all-uni,num_iters,7
Math-60b,both,True,False,True,del,rank,23
Math-60b,both,True,False,True,del,num_iters,8
Math-60b,both,True,True,False,add,rank,26
Math-60b,both,True,True,False,add,num_iters,7
Math-60b,both,True,True,False,all-sep,rank,19
Math-60b,both,True,True,False,all-sep,num_iters,7
Math-60b,both,True,True,False,all-uni,rank,26
Math-60b,both,True,True,False,all-uni,num_iters,7
Math-60b,both,True,True,False,del,rank,23
Math-60b,both,True,True,False,del,num_iters,7
Math-60b,both,True,True,True,add,rank,29
Math-60b,both,True,True,True,add,num_iters,7
Math-60b,both,True,True,True,all-sep,rank,31
Math-60b,both,True,True,True,all-sep,num_iters,8
Math-60b,both,True,True,True,all-uni,rank,29
Math-60b,both,True,True,True,all-uni,num_iters,7
Math-60b,both,True,True,True,del,rank,23
Math-60b,both,True,True,True,del,num_iters,8
Math-60b,both,True,skip,False,add,rank,30
Math-60b,both,True,skip,False,add,num_iters,7
Math-60b,both,True,skip,False,all-sep,rank,23
Math-60b,both,True,skip,False,all-sep,num_iters,7
Math-60b,both,True,skip,False,all-uni,rank,30
Math-60b,both,True,skip,False,all-uni,num_iters,7
Math-60b,both,True,skip,False,del,rank,29
Math-60b,both,True,skip,False,del,num_iters,8
Math-60b,both,True,skip,True,add,rank,35
Math-60b,both,True,skip,True,add,num_iters,8
Math-60b,both,True,skip,True,all-sep,rank,36
Math-60b,both,True,skip,True,all-sep,num_iters,7
Math-60b,both,True,skip,True,all-uni,rank,35
Math-60b,both,True,skip,True,all-uni,num_iters,8
Math-60b,both,True,skip,True,del,rank,27
Math-60b,both,True,skip,True,del,num_iters,7
Math-60b,rank,False,False,False,add,rank,20
Math-60b,rank,False,False,False,add,num_iters,6
Math-60b,rank,False,False,False,all-sep,rank,20
Math-60b,rank,False,False,False,all-sep,num_iters,5
Math-60b,rank,False,False,False,all-uni,rank,20
Math-60b,rank,False,False,False,all-uni,num_iters,6
Math-60b,rank,False,False,False,del,rank,20
Math-60b,rank,False,False,False,del,num_iters,6
Math-60b,rank,False,False,True,add,rank,17
Math-60b,rank,False,False,True,add,num_iters,6
Math-60b,rank,False,False,True,all-sep,rank,19
Math-60b,rank,False,False,True,all-sep,num_iters,6
Math-60b,rank,False,False,True,all-uni,rank,17
Math-60b,rank,False,False,True,all-uni,num_iters,6
Math-60b,rank,False,False,True,del,rank,17
Math-60b,rank,False,False,True,del,num_iters,6
Math-60b,rank,False,True,False,add,rank,20
